feature,weight,abs_weight,scaler_mean,scaler_std,total_rows
price_change,-0.3575598989016816,0.3575598989016816,-150.51151772528755,11575.637460707043,31793682
net_ofi,-0.05547074887583436,0.05547074887583436,-0.7734494310161789,10.225720185454945,31793682
sigma_eff,0.03220722043830303,0.03220722043830303,317.35473904930626,2916.4928881185947,31793682
topo_energy,0.01779039290708052,0.01779039290708052,3.064905234749534,0.5228235907914263,31793682
bar_duration_ms,-0.017600411413620256,0.017600411413620256,1488820.568820309,3252980.2981307525,31793682
srl_resid,-0.013993114528784678,0.013993114528784678,0.17574035023012582,5.426796978098678,31793682
epiplexity,0.013553741554478558,0.013553741554478558,0.3762040150580013,1.3292061812334957,31793682
depth_eff,0.00882984714077599,0.00882984714077599,9.306173092057051,2.511550255206567,31793682
topo_area,4.463126950675136e-05,4.463126950675136e-05,0.02797769631987086,1.0736931098799822,31793682
